Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
,315,104,3,3.0,3.5,8.81,1,0.66
,327,105,4,3.8,4.5,9.73,1,0.8
,299,99,2,3.0,2.9,8.86,0,0.45
,312,106,4,3.9,4.0,9.33,0,0.63
,306,102,3,3.0,3.2,8.7,0,0.54
,309,103,3,3.0,3.2,8.81,0,0.59
,333,109,5,4.5,4.8,9.87,1,0.88
,307,102,3,3.3,3.4,9.02,0,0.58
,305,98,2,2.0,2.5,8.43,1,0.52
,333,107,4,4.1,4.8,9.88,1,0.85
,315,101,3,2.7,3.9,9.25,1,0.64
,301,104,3,4.2,4.0,9.46,0,0.49
,314,105,3,3.2,3.6,8.9,1,0.66
,336,110,5,4.7,4.9,9.91,1,0.9
,323,107,4,3.8,4.1,9.46,1,0.75
,309,103,3,3.4,3.4,8.8,0,0.6
,308,102,3,2.9,3.1,8.6,0,0.57
,321,104,3,3.4,4.0,9.47,1,0.72
,329,108,4,4.2,4.6,9.8,1,0.82
,294,95,1,1.5,1.6,8.02,0,0.39
,314,103,3,3.0,3.4,8.84,1,0.65
,338,116,5,4.9,5.0,9.91,1,0.95
,306,103,3,3.4,3.3,8.83,0,0.55
,310,103,2,2.8,3.1,8.47,1,0.63
,314,100,3,2.7,3.6,9.19,1,0.67
,308,101,2,2.6,2.8,8.56,1,0.58
,327,107,4,4.3,4.4,9.76,1,0.82
,316,104,3,3.1,3.5,9.13,1,0.68
,324,105,3,3.6,4.3,9.67,1,0.74
,331,106,4,4.1,4.7,9.85,1,0.83
,338,112,5,4.9,5.0,9.92,1,0.94
,296,97,2,2.4,2.2,8.56,0,0.41
,317,101,3,3.0,3.8,9.47,1,0.67
,314,103,2,2.9,3.3,8.75,1,0.63
,308,99,2,2.3,3.1,8.61,1,0.56
,318,105,3,3.4,3.8,9.28,1,0.72
,293,95,1,2.0,1.8,8.52,0,0.37
,328,107,4,4.0,4.5,9.73,1,0.83
,315,105,3,3.4,3.5,8.95,1,0.68
,299,99,2,3.0,3.2,8.98,0,0.47
,297,105,4,4.6,4.3,9.71,0,0.42
,296,98,2,2.7,2.5,8.81,0,0.41
,307,98,2,2.2,2.7,8.61,1,0.55
,305,101,2,2.8,2.9,8.64,0,0.54
,312,104,3,3.2,3.5,8.88,1,0.64
,297,98,2,2.6,2.4,8.71,0,0.42
,306,101,2,2.9,3.0,8.8,0,0.55
,333,110,5,4.3,4.8,9.86,1,0.85
,312,100,2,2.7,3.4,9.06,1,0.61
,305,101,3,3.1,3.2,8.74,0,0.53
,296,96,1,1.8,1.9,8.12,0,0.42
,325,106,4,3.6,4.4,9.61,1,0.76
,303,103,3,3.7,3.5,9.13,0,0.51
,315,104,3,3.0,3.4,8.78,1,0.69
,303,99,2,2.3,2.4,8.52,0,0.5
,309,102,3,2.9,3.2,8.53,1,0.6
,310,102,2,2.7,3.0,8.57,1,0.6
,304,104,4,3.9,3.9,9.18,0,0.53
,306,103,3,3.3,3.4,8.97,0,0.55
,332,109,5,4.4,4.6,9.82,1,0.85
,304,101,3,3.0,3.2,8.69,0,0.52
,300,96,1,1.5,2.0,7.98,1,0.47
,297,99,2,3.2,3.1,9.02,0,0.43
,297,107,5,4.9,4.7,9.83,0,0.42
,311,104,3,3.2,3.5,8.87,0,0.61
,309,102,3,3.0,3.2,8.83,0,0.59
,303,100,2,2.8,2.8,8.59,0,0.51
,305,105,4,4.2,4.1,9.39,0,0.52
,311,100,2,2.5,3.1,8.67,1,0.61
,301,100,3,3.4,3.3,9.14,0,0.46
,335,110,5,4.7,4.9,9.89,1,0.9
,301,102,3,3.7,3.6,9.17,0,0.48
,297,102,3,4.2,3.8,9.55,0,0.42
,331,107,5,4.3,4.8,9.86,1,0.86
,331,110,5,4.4,4.7,9.83,1,0.87
,313,103,3,2.9,3.2,8.71,1,0.64
,298,107,4,4.8,4.7,9.81,0,0.43
,317,111,5,4.7,4.7,9.67,0,0.69
,299,98,2,2.7,2.7,8.83,0,0.44
,327,106,4,3.9,4.5,9.75,1,0.8
,320,104,3,3.3,3.8,9.42,1,0.73
,330,109,4,4.3,4.6,9.82,1,0.85
,310,100,2,2.4,3.0,8.52,1,0.57
,303,105,4,4.2,4.1,9.45,0,0.51
,292,98,2,4.3,3.5,9.73,0,0.35
,317,107,3,3.7,4.0,9.16,1,0.7
,307,103,3,3.2,3.3,8.77,0,0.58
,312,106,4,4.0,4.1,9.33,0,0.65
,306,99,2,2.1,2.3,8.32,1,0.54
,304,102,2,2.9,3.0,8.65,0,0.52
,308,101,2,2.4,2.8,8.53,1,0.58
,298,99,2,2.6,2.5,8.68,0,0.43
,316,103,3,2.9,3.3,8.98,1,0.67
,309,99,2,2.3,2.8,8.75,1,0.56
,307,105,4,4.3,4.1,9.43,0,0.58
,332,107,4,4.1,4.7,9.85,1,0.84
,308,103,3,3.1,3.2,8.69,0,0.59
,305,109,4,4.8,4.6,9.72,0,0.54
,313,100,2,2.7,3.2,9.09,1,0.61
,300,100,2,3.0,3.0,8.88,0,0.45
,323,102,3,3.3,4.2,9.67,1,0.73
,332,108,5,4.6,4.8,9.88,1,0.87
,293,97,2,3.7,3.2,9.44,0,0.37
,336,110,5,4.6,4.9,9.91,1,0.91
,303,102,3,3.5,3.4,8.95,0,0.51
,299,98,2,2.2,2.4,8.3,0,0.46
,304,99,2,2.2,2.5,8.38,0,0.51
,306,98,2,1.9,2.5,8.28,1,0.51
,311,100,2,2.3,2.8,8.54,1,0.58
,306,101,2,2.6,2.7,8.47,0,0.55
,298,102,4,4.4,4.0,9.57,0,0.43
,312,102,2,2.7,3.0,8.63,1,0.65
,328,108,4,4.1,4.5,9.73,1,0.8
,305,101,2,2.7,2.9,8.71,0,0.52
,315,104,3,3.1,3.5,8.94,1,0.64
,306,110,4,4.8,4.6,9.71,0,0.54
,295,103,4,4.7,4.4,9.8,0,0.38
,304,101,2,2.8,3.0,8.68,0,0.53
,305,101,2,2.6,2.9,8.63,0,0.54
,316,104,3,3.3,3.6,9.12,1,0.68
,332,107,4,4.2,4.7,9.87,1,0.82
,305,105,4,4.4,4.3,9.58,0,0.53
,307,102,3,3.1,3.3,8.73,0,0.57
,318,104,3,3.3,3.8,9.19,1,0.7
,305,99,2,2.0,2.2,8.14,1,0.53
,319,104,3,3.2,3.6,9.19,1,0.71
,322,105,4,3.4,4.0,9.4,1,0.73
,311,101,2,2.2,2.9,8.61,1,0.58
,303,99,2,2.5,2.6,8.39,0,0.49
,309,101,2,2.8,3.0,8.56,0,0.58
,312,102,3,2.6,3.3,8.78,1,0.62
,308,102,2,2.9,3.0,8.54,0,0.57
,311,106,4,4.0,3.9,9.28,0,0.64
,317,99,2,2.5,3.9,9.48,1,0.63
,304,103,3,3.7,3.5,9.07,0,0.52
,302,106,4,4.6,4.4,9.66,0,0.49
,314,102,3,3.0,3.5,8.91,1,0.64
,315,102,2,2.7,3.5,9.04,1,0.64
,301,99,2,2.5,2.6,8.54,0,0.48
,313,102,3,2.8,3.4,8.89,1,0.64
,301,102,3,3.4,3.3,9.13,0,0.46
,322,103,3,3.2,4.1,9.59,1,0.72
,327,106,4,4.0,4.5,9.71,1,0.83
,312,105,3,3.6,3.8,9.05,0,0.62
,314,103,3,2.9,3.7,8.91,1,0.65
,336,113,5,4.7,4.9,9.89,1,0.92
,309,101,2,2.4,2.7,8.49,1,0.58
,302,98,1,1.8,2.1,8.15,1,0.49
,304,102,3,3.4,3.3,8.97,0,0.52
,305,103,3,3.7,3.5,8.93,0,0.55
,316,104,3,3.0,3.4,8.81,1,0.65
,312,102,2,2.6,3.3,8.8,1,0.63
,332,110,5,4.3,4.7,9.83,1,0.87
,296,102,4,4.6,4.2,9.72,0,0.4
,301,111,5,4.9,4.8,9.85,0,0.47
,320,104,4,3.5,4.0,9.52,1,0.74
,304,102,3,3.7,3.6,9.06,0,0.53
,316,105,4,3.6,4.0,9.22,1,0.71
,299,99,2,2.4,2.5,8.48,0,0.46
,309,101,2,2.6,2.9,8.44,1,0.58
,305,104,3,3.8,3.6,9.25,0,0.54
,314,100,2,2.4,3.1,9.11,1,0.62
,333,110,5,4.4,4.8,9.86,1,0.87
,309,107,4,4.3,4.3,9.44,0,0.59
,324,105,4,3.9,4.4,9.69,1,0.75
,300,104,4,4.3,4.1,9.45,0,0.48
,314,105,3,3.5,3.7,9.06,0,0.64
,297,97,2,2.2,2.2,8.51,0,0.42
,303,99,2,2.1,2.6,8.34,0,0.49
,291,96,3,4.6,4.1,9.84,0,0.35
,316,105,3,3.1,3.5,8.97,1,0.68
,307,99,2,2.2,2.8,8.45,1,0.53
,300,101,3,3.4,3.3,9.13,0,0.46
,307,103,3,3.2,3.2,8.85,0,0.55
,294,97,2,3.3,2.9,9.19,0,0.39
,301,96,1,1.6,2.0,8.04,1,0.46
,319,103,3,2.9,3.7,9.28,1,0.67
,307,113,5,4.9,4.9,9.84,0,0.55
,297,98,2,2.7,2.7,8.78,0,0.42
,333,109,4,4.4,4.6,9.84,1,0.86
,323,104,3,3.5,4.0,9.63,1,0.74
,322,106,4,3.8,4.2,9.49,1,0.77
,307,100,2,2.2,2.5,8.22,1,0.55
,303,106,4,4.5,4.4,9.59,0,0.51
,324,106,4,3.8,4.3,9.58,1,0.75
,307,102,3,3.1,3.3,8.79,0,0.56
,329,108,4,4.2,4.5,9.74,1,0.85
,303,105,4,4.5,4.3,9.58,0,0.49
,306,103,3,3.7,3.7,9.06,0,0.55
,316,103,3,3.0,3.6,9.14,1,0.66
,296,98,2,3.1,2.7,9.03,0,0.41
,316,104,3,3.2,4.0,9.27,1,0.68
,303,97,1,1.8,2.3,8.34,1,0.49
,299,96,1,1.8,2.0,8.19,0,0.45
,322,105,3,3.4,3.9,9.41,1,0.72
,315,105,3,3.1,3.4,8.79,1,0.67
,295,100,3,4.3,4.0,9.65,0,0.39
,314,101,2,2.7,3.3,9.02,1,0.65
,314,103,3,2.9,3.3,8.73,1,0.65
,297,98,2,2.6,2.5,8.68,0,0.43
,310,101,2,2.5,3.0,8.51,1,0.61
,300,103,3,3.7,3.5,9.24,0,0.47
,314,100,2,2.6,3.4,9.05,1,0.63
,323,104,4,3.6,4.3,9.65,1,0.75
,297,99,3,3.6,3.1,9.26,0,0.41
,304,99,2,2.3,2.7,8.59,0,0.5
,304,103,3,3.9,3.8,9.44,0,0.51
,313,106,3,3.6,3.9,9.11,0,0.64
,312,101,2,2.4,3.2,8.78,1,0.6
,319,102,3,3.0,3.8,9.35,1,0.69
,301,99,2,2.6,2.7,8.55,0,0.48
,325,106,4,3.8,4.2,9.59,1,0.78
,308,102,3,2.8,3.0,8.76,0,0.58
,315,104,3,3.1,3.3,8.72,1,0.68
,302,99,2,3.2,3.4,8.94,0,0.51
,295,97,2,2.7,2.5,8.78,0,0.4
,304,102,3,3.3,3.4,9.09,0,0.53
,320,102,3,3.0,3.8,9.4,1,0.69
,329,108,4,4.0,4.6,9.77,1,0.81
,299,98,2,2.1,2.3,8.44,0,0.46
,318,105,3,3.3,3.6,9.05,1,0.71
,305,101,3,3.2,3.2,8.87,0,0.54
,304,101,3,3.4,3.4,8.99,0,0.52
,303,102,3,3.3,3.2,8.91,0,0.51
,318,104,3,3.3,3.7,9.25,1,0.68
,308,99,2,2.4,2.9,8.69,1,0.57
,320,106,4,3.7,4.0,9.36,1,0.74
,323,106,4,3.7,4.1,9.4,1,0.75
,311,102,3,2.8,3.1,8.73,1,0.63
,300,100,3,3.0,3.1,8.92,0,0.48
,309,101,2,2.5,2.9,8.45,1,0.59
,295,97,2,2.6,2.3,8.69,0,0.4
,301,100,2,3.0,3.1,8.87,0,0.49
,321,101,3,3.0,3.9,9.55,1,0.67
,303,100,2,2.9,2.9,8.73,0,0.49
,306,103,3,3.4,3.5,9.05,0,0.55
,301,98,2,2.1,2.2,8.36,0,0.48
,297,100,3,3.7,3.4,9.31,0,0.42
,297,100,3,3.3,3.2,9.14,0,0.42
,295,96,1,1.9,1.8,8.35,0,0.4
,303,100,2,2.9,3.0,8.79,0,0.5
,314,102,2,2.6,3.3,8.89,1,0.66
,299,104,4,4.3,4.0,9.56,0,0.45
,319,101,2,2.7,3.8,9.44,1,0.65
,297,101,3,4.1,3.7,9.48,0,0.42
,329,109,5,4.3,4.7,9.74,1,0.83
,308,100,2,2.4,2.8,8.53,1,0.58
,297,100,3,3.8,3.5,9.34,0,0.43
,301,98,1,1.9,2.0,8.19,0,0.47
,308,101,2,2.4,2.7,8.44,1,0.57
,292,94,1,2.2,1.9,8.92,0,0.35
,310,102,3,3.0,3.2,8.73,0,0.61
,293,95,1,2.0,1.8,8.65,0,0.37
,298,101,3,3.7,3.4,9.29,0,0.43
,310,101,2,2.6,3.0,8.71,1,0.57
,310,99,2,2.3,3.3,9.01,1,0.57
,308,104,3,3.6,3.8,9.03,0,0.58
,303,100,2,2.5,2.7,8.62,0,0.48
,294,96,1,2.4,2.4,8.83,0,0.38
,302,104,4,4.1,3.8,9.37,0,0.49
,300,101,3,3.5,3.4,9.01,0,0.47
,319,107,4,3.6,3.8,9.21,1,0.74
,307,99,2,2.2,2.7,8.43,1,0.55
,309,102,3,2.7,3.0,8.65,0,0.6
,315,106,3,3.4,3.8,9.16,1,0.69
,314,103,3,2.9,3.3,8.93,1,0.64
,311,103,3,3.2,3.3,8.78,1,0.63
,318,103,3,3.2,3.7,9.25,1,0.69
,308,99,2,2.0,2.7,8.34,1,0.56
,304,104,3,4.0,4.1,9.38,0,0.53
,309,99,2,2.2,2.7,8.76,1,0.59
,299,100,2,3.1,3.0,8.99,0,0.45
,307,103,3,3.3,3.5,8.97,0,0.56
,307,97,1,2.0,2.7,8.77,1,0.53
,313,102,2,2.6,3.5,8.92,1,0.62
,301,96,1,1.5,2.0,8.01,1,0.47
,307,100,2,2.1,2.6,8.41,1,0.55
,310,103,3,3.4,3.5,8.8,0,0.6
,319,104,3,3.2,3.7,9.21,1,0.71
,310,100,2,2.5,3.1,8.75,1,0.59
,304,104,3,3.8,3.6,9.15,0,0.51
,315,105,3,3.4,3.6,8.97,1,0.68
,306,102,3,2.9,3.2,8.82,0,0.56
,319,105,3,3.4,4.0,9.35,1,0.73
,301,100,2,2.9,2.9,8.76,0,0.49
,302,104,4,4.1,4.0,9.37,0,0.5
,306,101,3,2.7,3.1,8.61,0,0.57
,294,99,3,4.2,3.8,9.6,0,0.38
,300,101,3,3.7,3.6,9.25,0,0.46
,301,102,3,3.9,3.6,9.28,0,0.48
,303,99,2,2.4,2.5,8.44,0,0.51
,307,103,3,3.1,3.2,8.86,0,0.57
,314,100,2,2.6,3.3,9.07,1,0.62
,296,98,2,3.6,3.1,9.33,0,0.4
,323,104,4,3.6,4.4,9.62,1,0.76
,298,96,1,1.7,2.0,8.11,0,0.45
,306,101,2,2.8,3.2,8.69,0,0.57
,324,106,4,4.0,4.4,9.69,1,0.8
,315,101,2,2.6,3.3,9.06,1,0.64
,312,104,3,3.1,3.7,8.98,0,0.64
,300,100,3,3.2,3.1,8.92,0,0.47
,308,102,2,2.7,2.9,8.53,0,0.59
,319,104,3,3.3,3.7,9.34,1,0.7
,297,105,4,4.8,4.7,9.81,0,0.41
,308,105,4,4.0,4.0,9.29,0,0.6
,307,98,2,2.1,2.8,8.86,1,0.52
,292,96,2,4.1,3.2,9.63,0,0.35
,320,106,4,3.8,4.3,9.56,1,0.75
,321,104,3,3.4,4.0,9.47,1,0.72
,313,101,2,2.6,3.2,8.97,1,0.61
,320,103,3,3.2,3.8,9.45,1,0.71
,330,110,5,4.2,4.6,9.75,1,0.85
,310,105,3,3.5,3.5,8.9,0,0.6
,304,104,4,4.3,4.1,9.49,0,0.5
,305,98,2,2.1,2.5,8.61,0,0.49
,321,108,4,4.0,4.2,9.49,1,0.78
,323,109,4,4.1,4.2,9.5,1,0.81
,324,106,4,4.0,4.4,9.65,1,0.79
,304,103,3,3.5,3.4,8.94,0,0.53
,302,100,2,2.9,3.0,8.82,0,0.49
,314,101,2,2.8,3.2,9.1,1,0.64
,327,108,4,4.0,4.4,9.66,1,0.82
,308,102,2,2.8,3.0,8.55,1,0.61
,304,98,1,1.9,2.3,8.17,1,0.52
,304,102,3,3.4,3.2,8.89,0,0.52
,306,98,2,2.0,2.6,8.59,1,0.53
,322,105,4,3.5,3.9,9.36,1,0.76
,312,103,3,2.9,3.4,8.8,1,0.63
,306,99,2,1.9,2.5,8.43,1,0.53
,297,100,3,3.8,3.5,9.31,0,0.42
,299,106,4,4.8,4.6,9.8,0,0.43
,302,104,4,4.5,4.3,9.58,0,0.49
,332,109,5,4.4,4.7,9.86,1,0.86
,308,100,2,2.4,2.8,8.61,1,0.58
,299,101,3,3.7,3.5,9.24,0,0.44
,317,102,3,2.9,3.7,9.31,1,0.66
,298,101,3,3.9,3.5,9.27,0,0.44
,327,105,4,3.9,4.3,9.72,1,0.8
,326,108,4,4.0,4.4,9.66,1,0.81
,296,101,3,4.5,4.1,9.68,0,0.4
,300,96,1,1.6,2.1,8.03,1,0.46
,298,98,2,2.5,2.6,8.58,0,0.44
,305,107,4,4.5,4.4,9.6,0,0.52
,320,103,3,3.3,3.8,9.44,1,0.73
,307,104,3,3.8,3.7,9.25,0,0.56
,340,116,5,5.0,5.0,9.92,1,0.96
,330,108,5,4.3,4.7,9.84,1,0.86
,311,101,2,2.5,2.8,8.56,1,0.6
,293,96,2,2.5,2.2,8.88,0,0.37
,302,102,3,3.7,3.5,9.1,0,0.5
,305,104,3,3.7,3.6,9.12,0,0.54
,302,99,2,2.7,2.9,8.64,0,0.48
,335,108,5,4.6,4.9,9.9,1,0.89
,310,99,2,2.2,2.8,8.86,1,0.55
,311,97,1,2.1,3.0,9.27,1,0.54
,313,102,2,2.8,3.1,8.91,1,0.65
,320,104,3,3.5,3.8,9.46,1,0.75
,317,102,2,2.9,3.5,9.08,1,0.66
,309,100,2,2.2,2.6,8.42,1,0.56
,308,103,3,3.3,3.4,8.95,0,0.58
,304,101,2,3.0,3.0,8.75,0,0.54
,325,104,3,3.5,4.2,9.64,1,0.76
,318,106,4,3.7,3.9,9.34,1,0.72
,307,101,3,3.2,3.6,8.89,0,0.57
,309,100,2,2.3,2.7,8.35,1,0.57
,335,110,5,4.6,4.9,9.9,1,0.9
,336,108,5,4.5,4.9,9.91,1,0.91
,296,96,1,1.7,1.8,7.98,0,0.41
,297,98,2,2.7,2.5,8.82,0,0.42
,304,100,2,3.1,3.1,8.81,0,0.51
,331,110,5,4.5,4.7,9.8,1,0.87
,321,105,4,3.3,4.2,9.6,1,0.73
,327,105,3,3.8,4.2,9.72,1,0.79
,300,98,2,2.0,2.4,8.47,0,0.46
,298,99,2,2.8,2.7,8.81,0,0.44
,298,99,2,3.2,2.8,9.0,0,0.43
,319,105,3,3.3,3.9,9.29,1,0.7
,317,108,4,4.1,4.3,9.31,1,0.73
,325,109,5,4.3,4.4,9.67,1,0.83
,295,98,2,3.4,2.9,9.14,0,0.39
,331,103,4,3.9,4.7,9.89,1,0.81
,333,105,4,4.4,4.8,9.89,1,0.86
,299,100,2,3.2,2.8,8.89,0,0.46
,296,103,4,4.6,4.3,9.72,0,0.4
,303,101,2,3.0,3.0,8.7,0,0.52
,326,105,4,3.6,4.3,9.62,1,0.75
,314,103,3,2.9,3.3,8.95,1,0.66
,325,106,4,3.8,4.3,9.63,1,0.81
,319,104,3,3.4,3.7,9.36,1,0.7
,308,110,4,4.7,4.6,9.65,0,0.6
,296,103,4,4.6,4.3,9.71,0,0.41
,313,101,2,2.7,3.5,9.14,1,0.61
,328,108,4,4.2,4.6,9.75,1,0.82
,324,105,4,3.7,4.2,9.61,1,0.77
,305,101,2,2.9,3.0,8.52,0,0.56
,320,107,4,3.5,3.8,9.12,1,0.73
,325,105,4,3.8,4.4,9.68,1,0.77
,300,99,2,2.8,2.7,8.63,0,0.46
,293,95,1,2.0,1.8,8.43,0,0.37
,307,99,2,2.2,2.6,8.25,1,0.56
,298,100,2,3.2,3.0,8.97,0,0.44
,336,110,5,4.7,4.9,9.91,1,0.91
,316,104,3,3.2,3.6,9.1,1,0.67
,325,108,4,4.1,4.2,9.55,1,0.81
,314,102,3,3.2,3.7,9.14,1,0.68
,297,96,1,1.9,2.0,8.26,0,0.42
,309,102,2,2.6,2.9,8.51,1,0.6
,330,108,5,4.4,4.7,9.82,1,0.86
,327,108,4,4.2,4.5,9.75,1,0.8
,311,104,3,3.4,3.5,8.77,0,0.63
,313,100,2,2.4,3.1,8.8,1,0.6
,308,106,3,3.8,3.9,9.06,0,0.6
,312,102,2,2.8,3.1,8.77,1,0.62
,311,102,2,2.7,3.0,8.7,1,0.62
,317,104,3,3.3,3.8,9.17,1,0.69
,306,102,3,3.4,3.5,9.04,0,0.54
,323,107,4,3.7,4.0,9.38,1,0.78
,304,102,3,3.1,3.2,8.79,0,0.52
,301,99,2,2.5,2.5,8.33,0,0.49
,302,103,3,3.8,3.7,9.2,0,0.5
,317,101,3,2.9,3.9,9.26,1,0.7
,327,106,4,4.0,4.5,9.75,1,0.81
,294,98,2,3.5,3.1,9.29,0,0.39
,326,105,4,3.8,4.5,9.73,1,0.81
,312,102,3,2.9,3.2,8.87,1,0.63
,315,103,3,2.9,3.4,8.97,1,0.66
,305,102,3,3.2,3.3,8.85,0,0.52
,297,96,1,1.7,1.9,8.29,0,0.42
,330,105,4,4.2,4.7,9.88,1,0.83
,295,105,4,4.8,4.7,9.85,0,0.38
,300,112,5,5.0,4.9,9.87,0,0.47
,309,100,2,2.5,2.8,8.49,1,0.59
,313,104,3,2.8,3.3,8.75,1,0.64
,312,101,2,2.6,3.3,8.86,1,0.61
,305,99,2,2.3,2.6,8.35,0,0.53
,294,96,1,2.3,2.1,8.55,0,0.38
,326,105,4,3.5,4.5,9.75,1,0.76
,316,103,3,2.8,3.4,8.87,1,0.66
,326,108,4,4.1,4.4,9.7,1,0.8
,304,107,4,4.6,4.5,9.64,0,0.52
,330,106,4,4.1,4.7,9.84,1,0.83
,308,102,3,3.1,3.2,8.8,0,0.59
,310,103,2,2.9,3.1,8.65,1,0.6
,296,96,1,1.7,1.8,8.06,0,0.4
,316,105,3,3.4,3.7,9.09,1,0.71
,319,107,4,4.0,4.2,9.42,0,0.74
,293,97,2,3.5,3.0,9.37,0,0.38
,302,103,4,4.1,3.8,9.37,0,0.48
,321,107,4,3.6,4.0,9.27,1,0.73
,309,104,3,3.5,3.4,8.85,0,0.6
,324,107,4,4.0,4.3,9.55,1,0.79
,321,107,4,3.5,4.0,9.23,1,0.76
,309,100,2,2.4,2.8,8.45,1,0.59
,311,102,3,2.9,3.2,8.64,1,0.63
,317,105,3,3.5,3.7,9.11,1,0.7
,319,106,4,4.1,4.4,9.57,1,0.75
,338,111,5,4.8,5.0,9.92,1,0.94
,321,106,3,3.6,3.8,9.27,1,0.74
,322,107,4,3.8,4.1,9.5,1,0.75
,301,101,3,3.1,3.1,8.94,0,0.48
,301,103,3,3.8,3.6,9.23,0,0.48
,304,96,1,1.8,2.4,8.37,1,0.5
,312,99,2,2.4,3.2,9.01,1,0.61
,317,100,2,2.8,3.8,9.34,1,0.65
,309,103,3,3.0,3.2,8.74,0,0.59
,295,98,2,3.3,2.9,9.19,0,0.4
,296,105,4,4.9,4.7,9.84,0,0.4
,299,99,2,2.8,2.7,8.82,0,0.44
,310,101,2,2.4,3.0,8.54,1,0.57
,306,104,3,3.9,3.9,9.21,0,0.55
,305,105,3,4.0,4.0,9.35,0,0.53
,303,96,1,1.7,2.2,8.32,1,0.49
,308,104,4,3.9,4.0,9.29,0,0.55
,309,99,2,2.2,3.0,8.56,1,0.57
,316,107,4,4.0,4.1,9.37,0,0.69
,297,102,4,4.4,3.9,9.56,0,0.42
,322,103,3,3.2,4.1,9.59,1,0.71
,298,97,2,2.2,2.5,8.87,0,0.44
,318,102,2,2.8,3.5,9.22,1,0.64
,327,109,4,4.2,4.6,9.76,1,0.82
,320,103,3,3.0,3.8,9.29,1,0.69
,317,103,3,3.2,3.5,9.33,1,0.68
,307,103,3,3.5,3.5,8.95,0,0.57
,324,104,4,3.5,4.3,9.67,1,0.77
,303,101,2,3.0,3.0,8.7,0,0.51
,306,104,3,4.1,3.9,9.36,0,0.53
,296,106,5,4.9,4.8,9.86,0,0.39
,294,95,1,2.1,2.0,8.44,0,0.38
,299,105,4,4.7,4.5,9.75,0,0.44
,321,107,4,3.9,3.9,9.38,1,0.77
,324,107,4,3.6,4.2,9.52,1,0.77
,303,100,2,2.4,2.6,8.44,0,0.5
,301,104,4,4.4,4.1,9.52,0,0.46
,293,100,3,4.5,4.1,9.73,0,0.37
,309,98,2,2.1,2.8,8.89,1,0.53
,299,96,1,1.7,2.0,8.06,0,0.44
,332,109,5,4.4,4.8,9.84,1,0.87
,311,103,3,3.1,3.4,8.9,0,0.62
,303,109,5,4.8,4.7,9.75,0,0.51
,295,102,3,4.4,4.1,9.67,0,0.39
,298,102,3,4.1,3.8,9.43,0,0.44
,337,113,5,4.8,4.9,9.91,1,0.93
,331,109,4,4.3,4.6,9.81,1,0.84
,302,100,2,2.7,2.9,8.72,0,0.49
,315,103,3,2.9,3.5,8.88,1,0.64
,310,101,2,2.4,3.0,8.63,1,0.57
,306,100,2,2.6,2.9,8.66,0,0.56
,306,101,3,3.1,3.3,8.81,0,0.55
,312,102,2,2.6,3.1,8.76,1,0.6
,321,105,4,3.8,4.2,9.52,1,0.75
,306,102,3,3.4,3.2,9.0,0,0.53
,300,100,2,3.0,2.8,8.81,0,0.47
,334,106,5,4.5,4.9,9.9,1,0.88
,301,105,4,4.4,4.3,9.5,0,0.49
,310,102,2,2.6,3.1,8.57,1,0.6
,295,99,2,3.6,3.1,9.25,0,0.4
,320,105,4,3.4,4.0,9.43,1,0.75
,293,98,2,3.7,3.2,9.44,0,0.37
,333,110,5,4.5,4.7,9.86,1,0.88
,327,102,3,3.6,4.5,9.83,1,0.77
,311,103,2,2.7,3.1,8.55,1,0.63
,309,103,3,2.9,3.3,8.8,0,0.6
,296,101,3,4.0,3.8,9.52,0,0.4
,321,104,4,3.5,3.8,9.51,1,0.77
,307,101,2,2.6,2.9,8.62,1,0.57
,309,99,2,2.1,2.8,8.53,1,0.59
,305,103,3,3.5,3.6,9.05,0,0.55
,318,104,3,3.2,3.8,9.31,1,0.69
,333,105,4,4.1,4.7,9.89,1,0.84
,307,99,2,2.1,2.5,8.49,1,0.54
,325,106,4,3.9,4.3,9.65,1,0.77
,310,103,3,3.0,3.3,8.87,0,0.59
,312,103,3,3.2,3.3,8.79,1,0.64
,322,105,4,3.7,4.2,9.5,1,0.75
,318,104,3,3.1,3.6,9.16,1,0.69
,316,109,4,4.1,4.3,9.49,0,0.71
,294,95,1,1.9,1.8,8.4,0,0.38
,312,100,2,2.4,3.1,8.77,1,0.6
,315,104,3,3.0,3.5,8.97,1,0.65
,314,104,3,3.2,3.5,8.8,1,0.66
,293,96,2,2.5,2.3,8.84,0,0.38
,306,101,3,3.1,3.4,8.83,0,0.53
,309,102,2,2.5,2.7,8.3,1,0.6
,306,111,5,4.9,4.8,9.8,0,0.55
,304,98,2,1.9,2.2,8.17,1,0.51
,313,102,3,3.0,3.3,9.04,1,0.63
,312,104,3,3.2,3.6,8.9,0,0.62
,304,101,2,2.8,3.0,8.78,0,0.51
,311,101,2,2.5,3.1,8.47,1,0.6
,308,102,3,2.9,3.2,8.64,0,0.58
,316,103,2,2.8,3.5,9.06,1,0.66
,305,97,1,1.6,2.2,8.29,1,0.48
,315,104,3,3.1,3.6,9.0,1,0.68
,316,100,2,2.6,3.6,9.36,1,0.62
,326,105,4,3.7,4.3,9.71,1,0.77
,307,101,2,2.9,3.1,8.66,0,0.55
,306,98,1,1.9,2.4,8.24,1,0.53
